StanFunction;Arguments;ReturnType;Documentation;
cols;(complex_row_vector x);int;The number of columns in the row vector x\n;
cols;(complex_matrix x);int;The number of columns in the matrix x\n;
size;(complex_vector x);int;The size of `x`, i.e., the number of elements\n;
size;(complex_row_vector x);int;The size of `x`, i.e., the number of elements\n;
size;(matrix x);int;The size of the matrix `x`.  For example, if `x` is a\n$5 \times 3$ matrix, then `size(x)` is 15.\n;
operator-;(complex_vector x);complex_vector;The negation of the vector x.\n;
operator-;(complex_row_vector x);complex_row_vector;The negation of the row vector x.\n;
operator-;(complex_matrix x);complex_matrix;The negation of the matrix x.\n;
operator-;(T x);T;Vectorized version of `operator-`. If `T x` is a (possibly nested) array of\nmatrix types, `-x` is the same shape array where each individual value is negated.\n;
operator+;(complex_vector x, complex_vector y);complex_vector;The sum of the vectors x and y.\n;
operator+;(complex_row_vector x, complex_row_vector y);complex_row_vector;The sum of the row vectors x and y.\n;
operator+;(complex_matrix x, complex_matrix y);complex_matrix;The sum of the matrices x and y\n;
operator-;(complex_vector x, complex_vector y);complex_vector;The difference between the vectors x and y.\n;
operator-;(complex_row_vector x, complex_row_vector y);complex_row_vector;The difference between the row vectors x and y\n;
operator-;(complex_matrix x, complex_matrix y);complex_matrix;The difference between the matrices x and y\n;
operator*;(complex x, complex_vector y);complex_vector;The product of the scalar x and vector y\n;
operator*;(complex x, complex_row_vector y);complex_row_vector;The product of the scalar x and the row vector y\n;
operator*;(complex x, complex_matrix y);complex_matrix;The product of the scalar x and the matrix y\n;
operator*;(complex_vector x, complex y);complex_vector;The product of the scalar y and vector x\n;
operator*;(complex_vector x, complex_row_vector y);complex_matrix;The product of the vector x and row vector y\n;
operator*;(complex_row_vector x, complex y);complex_row_vector;The product of the scalar y and row vector x\n;
operator*;(complex_row_vector x, complex_vector y);complex;The product of the row vector x and vector y\n;
operator*;(complex_row_vector x, complex_matrix y);complex_row_vector;The product of the row vector x and matrix y\n;
operator*;(complex_matrix x, complex y);complex_matrix;The product of the scalar y and matrix x\n;
operator*;(complex_matrix x, complex_vector y);complex_vector;The product of the matrix x and vector y\n;
operator*;(complex_matrix x, complex_matrix y);complex_matrix;The product of the matrices x and y\n;
operator+;(complex_vector x, complex y);complex_vector;The result of adding y to every entry in the vector x\n;
operator+;(complex x, complex_vector y);complex_vector;The result of adding x to every entry in the vector y\n;
operator+;(complex_row_vector x, complex y);complex_row_vector;The result of adding y to every entry in the row vector x\n;
operator+;(complex x, complex_row_vector y);complex_row_vector;The result of adding x to every entry in the row vector y\n;
operator+;(complex_matrix x, complex y);complex_matrix;The result of adding y to every entry in the matrix x\n;
operator+;(complex x, complex_matrix y);complex_matrix;The result of adding x to every entry in the matrix y\n;
operator-;(complex_vector x, complex y);complex_vector;The result of subtracting y from every entry in the vector x\n;
operator-;(complex x, complex_vector y);complex_vector;The result of adding x to every entry in the negation of the vector y\n;
operator-;(complex_row_vector x, complex y);complex_row_vector;The result of subtracting y from every entry in the row vector x\n;
operator-;(complex x, complex_row_vector y);complex_row_vector;The result of adding x to every entry in the negation of the row vector y\n;
operator-;(complex_matrix x, complex y);complex_matrix;The result of subtracting y from every entry in the matrix x\n;
operator-;(complex x, complex_matrix y);complex_matrix;The result of adding x to every entry in negation of the matrix y\n;
operator/;(complex_vector x, complex y);complex_vector;The result of dividing each entry in the vector x by y\n;
operator/;(complex_row_vector x, complex y);complex_row_vector;The result of dividing each entry in the row vector x by y\n;
operator/;(complex_matrix x, complex y);complex_matrix;The result of dividing each entry in the matrix x by y\n;
operator';(complex_matrix x);complex_matrix;The transpose of the matrix `x`, written as `x'`\n;
operator';(complex_vector x);complex_row_vector;The transpose of the vector `x`, written as `x'`\n;
operator';(complex_row_vector x);complex_vector;The transpose of the row vector `x`, written as `x'`\n;
operator.*;(complex_vector x, complex_vector y);complex_vector;The elementwise product of `x` and `y`\n;
operator.*;(complex_row_vector x, complex_row_vector y);complex_row_vector;The elementwise product of `x` and `y`\n;
operator.*;(complex_matrix x, complex_matrix y);complex_matrix;The elementwise product of `x` and `y`\n;
operator./;(complex_vector x, complex_vector y);complex_vector;The elementwise quotient of `x` and `y`\n;
operator./;(complex x, complex_vector y);complex_vector;The elementwise quotient of `x` and `y`\n;
operator./;(complex_vector x, complex y);complex_vector;The elementwise quotient of `x` and `y`\n;
operator./;(complex_row_vector x, complex_row_vector y);complex_row_vector;The elementwise quotient of `x` and `y`\n;
operator./;(complex x, complex_row_vector y);complex_row_vector;The elementwise quotient of `x` and `y`\n;
operator./;(complex_row_vector x, complex y);complex_row_vector;The elementwise quotient of `x` and `y`\n;
operator./;(complex_matrix x, complex_matrix y);complex_matrix;The elementwise quotient of `x` and `y`\n;
operator./;(complex x, complex_matrix y);complex_matrix;The elementwise quotient of `x` and `y`\n;
operator./;(complex_matrix x, complex y);complex_matrix;The elementwise quotient of `x` and `y`\n;
operator.^;(complex_vector x, complex_vector y);complex_vector;The elementwise power of y and x\n;
operator.^;(complex_vector x, complex y);complex_vector;The elementwise power of y and x\n;
operator.^;(complex x, complex_vector y);complex_vector;The elementwise power of y and x\n;
operator.^;(complex_row_vector x, complex_row_vector y);complex_row_vector;The elementwise power of y and x\n;
operator.^;(complex_row_vector x, complex y);complex_row_vector;The elementwise power of y and x\n;
operator.^;(complex x, complex_row_vector y);complex_row_vector;The elementwise power of y and x\n;
operator.^;( complex_matrix x, complex_matrix y);complex_matrix;The elementwise power of y and x\n;
operator.^;( complex_matrix x, complex y);complex_matrix;The elementwise power of y and x\n;
operator.^;(complex x, complex_matrix y);complex_matrix;The elementwise power of y and x\n;
dot_product;(complex_vector x, complex_vector y);complex;The dot product of x and y\n;
dot_product;(complex_vector x, complex_row_vector y);complex;The dot product of x and y\n;
dot_product;(complex_row_vector x, complex_vector y);complex;The dot product of x and y\n;
dot_product;(complex_row_vector x, complex_row_vector y);complex;The dot product of x and y\n;
columns_dot_product;(complex_vector x, complex_vector y);complex_row_vector;The dot product of the columns of x and y\n;
columns_dot_product;(complex_row_vector x, complex_row_vector y);complex_row_vector;The dot product of the columns of x and y\n;
columns_dot_product;(complex_matrix x, complex_matrix y);complex_row_vector;The dot product of the columns of x and y\n;
rows_dot_product;(complex_vector x, complex_vector y);complex_vector;The dot product of the rows of x and y\n;
rows_dot_product;(complex_row_vector x, complex_row_vector y);complex_vector;The dot product of the rows of x and y\n;
rows_dot_product;(complex_matrix x, complex_matrix y);complex_vector;The dot product of the rows of x and y\n;
dot_self;(complex_vector x);complex;The dot product of the vector x with itself\n;
dot_self;(complex_row_vector x);complex;The dot product of the row vector x with itself\n;
columns_dot_self;(complex_vector x);complex_row_vector;The dot product of the columns of x with themselves\n;
columns_dot_self;(complex_row_vector x);complex_row_vector;The dot product of the columns of x with themselves\n;
columns_dot_self;(complex_matrix x);complex_row_vector;The dot product of the columns of x with themselves\n;
rows_dot_self;(complex_vector x);complex_vector;The dot product of the rows of x with themselves\n;
rows_dot_self;(complex_row_vector x);complex_vector;The dot product of the rows of x with themselves\n;
rows_dot_self;(complex_matrix x);complex_vector;The dot product of the rows of x with themselves\n;
diag_pre_multiply;(complex_vector v, complex_matrix m);complex_matrix;Return the product of the diagonal matrix formed from the vector v and\nthe matrix m, i.e., `diag_matrix(v) * m`.\n;
diag_pre_multiply;(complex_row_vector v, complex_matrix m);complex_matrix;Return the product of the diagonal matrix formed from the vector rv\nand the matrix m, i.e., `diag_matrix(rv) * m`.\n;
diag_post_multiply;(complex_matrix m, complex_vector v);complex_matrix;Return the product of the matrix m and the diagonal matrix formed from\nthe vector v, i.e., `m * diag_matrix(v)`.\n;
diag_post_multiply;(complex_matrix m, complex_row_vector v);complex_matrix;Return the product of the matrix `m` and the diagonal matrix formed\nfrom the the row vector `rv`, i.e., `m * diag_matrix(rv)`.\n;
sum;(complex_vector x);complex;The sum of the values in x, or 0 if x is empty\n;
sum;(complex_row_vector x);complex;The sum of the values in x, or 0 if x is empty\n;
sum;(complex_matrix x);complex;The sum of the values in x, or 0 if x is empty\n;
prod;(complex_vector x);complex;The product of the values in x, or 1 if x is empty\n;
prod;(complex_row_vector x);complex;The product of the values in x, or 1 if x is empty\n;
prod;(complex_matrix x);complex;The product of the values in x, or 1 if x is empty\n;
get_real;(T x);T;Given an object of complex type `T`, return the same shape object but of type\n`real` by getting the real component of each element of `x`.\n;
get_imag;(T x);T;Given an object of complex type `T`, return the same shape object but of type\n`real` by getting the imaginary component of each element of `x`.\nFor example, given the Stan declaration\n```stan\n  complex_vector[2] z = [3+4i, 5+6i]'\n```\nA call `get_real(z)` will yield the vector `[3, 5]'`, and a call `get_imag(z)`\nwill yield the vector `[4, 6]'`.\n;
rep_vector;(complex z, int m);complex_vector;Return the size m (column) vector consisting of copies of z.\n;
rep_row_vector;(complex z, int n);complex_row_vector;Return the size n row vector consisting of copies of z.\n;
rep_matrix;(complex z, int m, int n);complex_matrix;Return the m by n matrix consisting of copies of z.\n;
rep_matrix;(complex_vector v, int n);complex_matrix;Return the m by n matrix consisting of n copies of the (column) vector v of size m.\n;
rep_matrix;(complex_row_vector rv, int m);complex_matrix;Return the m by n matrix consisting of m copies of the row vector rv of size n.\n;
symmetrize_from_lower_tri;(complex_matrix A);complex_matrix;Construct a symmetric matrix from the lower triangle of A.\n;
add_diag;(complex_matrix m, complex_row_vector d);complex_matrix;Add row_vector `d` to the diagonal of matrix `m`.\n;
add_diag;(complex_matrix m, complex_vector d);complex_matrix;Add vector `d` to the diagonal of matrix `m`.\n;
add_diag;(complex_matrix m, complex_real d);complex_matrix;Add scalar `d` to every diagonal element of matrix `m`.\n;
